ID,Category,Question,Answer1,Answer2,Answer3,Answer4,Answer5,Answer6,Answer7,Answer8,Answer9,Answer10,CorrectAns1,CorrectAns2,CorrectAns3
385,PRODUCTION & DELIVERY,What means R from 225/55/R17,Red color code,Rim protection,Radial,Ready to use,NIL,NIL,NIL,NIL,NIL,NIL,Radial,NIL,NIL
386,PRODUCTION & DELIVERY,Which type of tires are using stud pins?,Summer tires,Winter tires,Both seasons,Tires are not using stud pins,NIL,NIL,NIL,NIL,NIL,NIL,Winter tires,NIL,NIL
387,PRODUCTION & DELIVERY,What does QDA stand for ,Quality  Data Analyze ,Quick  done  act ,Question data analyze ,Quick done analyze ,NIL,NIL,NIL,NIL,NIL,NIL,Quality  Data Analyze ,NIL,NIL
388,PRODUCTION & DELIVERY,What is  part Traceability?,Ability to trace a part back to the manufacturing conditions that built it,Ability to find a part years after it is shipped,Ability to locate a part via GPS,Ability to run diagnostics on a part in the field,NIL,NIL,NIL,NIL,NIL,NIL,Ability to trace a part back to the manufacturing conditions that built it,NIL,NIL
389,PRODUCTION & DELIVERY,What does RPN acronym mean?,Risk Priority Number,Risk Production Number,Relation Priority Number,Risk Product Name,NIL,NIL,NIL,NIL,NIL,NIL,Risk Priority Number,NIL,NIL
390,PRODUCTION & DELIVERY,FMEA means ?,Failure mode effects analysis,Business model,Financial estimation measure accounting,Problem solving technique,NIL,NIL,NIL,NIL,NIL,NIL,Failure mode effects analysis,NIL,NIL
391,PRODUCTION & DELIVERY,What is the Triscan for ,Measuring  the color code  of the product ,Measuring the geometry  of the product ,Measuring the parameters of the product ,Measuring the angle  of the product ,NIL,NIL,NIL,NIL,NIL,NIL,Measuring the geometry  of the product ,NIL,NIL
392,PRODUCTION & DELIVERY,When a process is considered as capable?,When Cpk is higher than 1,When Cpk is lower than 1,When Cpk is higher than 1.33,None of the  them ,NIL,NIL,NIL,NIL,NIL,NIL,When Cpk is higher than 1.33,NIL,NIL
393,PRODUCTION & DELIVERY,What means FE-FO ,"First expired ,first out ","First  inn ,last  out ",Last in ; last out ,None of the  them ,NIL,NIL,NIL,NIL,NIL,NIL,"First expired ,first out ",NIL,NIL
394,PRODUCTION & DELIVERY,What is not part of the “5S”?,Standardize,Sustain,Stay,Shine,NIL,NIL,NIL,NIL,NIL,NIL,Stay,NIL,NIL
395,PRODUCTION & DELIVERY,What means SW ,Stay and wait ,Sidewall ,Standardize work,Standing  with ,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
396,PRODUCTION & DELIVERY,Which of these steps is necessary when implementing quality management?,Quality control,Quality measurement,Quality quantification,Quality definition,NIL,NIL,NIL,NIL,NIL,NIL,Quality control,NIL,NIL
397,PRODUCTION & DELIVERY,What material is produce on the Trilpex line ,Bead ,Breaker ,Tread,Textile ,NIL,NIL,NIL,NIL,NIL,NIL,Tread,NIL,NIL
398,PRODUCTION & DELIVERY,From what word is coming the letter H from H8111,Hydraulic,Halobutyl,Hook ,Hot ,NIL,NIL,NIL,NIL,NIL,NIL,Halobutyl,NIL,NIL
399,PRODUCTION & DELIVERY,The abbreviation “ppm” means:,Parts per million,Parts per minute,Proactive power management,Personal program manager,NIL,NIL,NIL,NIL,NIL,NIL,Parts per million,NIL,NIL
400,PRODUCTION & DELIVERY,"What does ""SOP"" mean?",Standard operation process,Supervisor of production,Start of production,Safety operations program,NIL,NIL,NIL,NIL,NIL,NIL,Start of production,NIL,NIL
401,PRODUCTION & DELIVERY,What means TCU ,Treat control unit,Temperature control unit ,Team control ,Treatment  control ,NIL,NIL,NIL,NIL,NIL,NIL,---,NIL,NIL
402,PRODUCTION & DELIVERY,What measure a TU machine on a tire?,Imbalance,Uniformity,Geometry,Visual aspect,NIL,NIL,NIL,NIL,NIL,NIL,Uniformity,NIL,NIL
403,PRODUCTION & DELIVERY,What measure a TG machine on a tire?,Imbalance,Uniformity,Geometry,Visual aspect,NIL,NIL,NIL,NIL,NIL,NIL,Geometry,NIL,NIL
404,PRODUCTION & DELIVERY,What measure a TB machine on a tire?,Imbalance,Uniformity,Geometry,Visual aspect,NIL,NIL,NIL,NIL,NIL,NIL,Imbalance,NIL,NIL
405,PRODUCTION & DELIVERY,Conductive yarn is used in ?,All silica tires,Agro tires,CVT tires,None of these,NIL,NIL,NIL,NIL,NIL,NIL,All silica tires,NIL,NIL
406,PRODUCTION & DELIVERY,Full form of PFMEA is ?,Potential Failure Mode Effect Analysis,Product Failure Mode Effect Analysis,Process Failure Mode Effect Analysis,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Potential Failure Mode Effect Analysis,NIL,NIL
407,PRODUCTION & DELIVERY,Green tire is ?,Eco friendly tire,Uncured tire,Zero Carbon tire,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Uncured tire,NIL,NIL
408,PRODUCTION & DELIVERY,Identification and Traceability is important requirement to meet ?,OE customer requirements,Legal Requirements,Continental Business requirements,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
409,PRODUCTION & DELIVERY,In mixing process the compound properties are affected by ?,Rotor RPM,Ram Pressure,Mixing Time,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
410,PRODUCTION & DELIVERY,Color of a Vulcanized Tire is  ?,Always Black,Green Color,Can be of any color,Yellow color,NIL,NIL,NIL,NIL,NIL,NIL,Can be of any color,NIL,NIL
411,PRODUCTION & DELIVERY,Shape of tire is generally ?,Toroidal,Circular,Spherical,Conical,NIL,NIL,NIL,NIL,NIL,NIL,Toroidal,NIL,NIL
412,PRODUCTION & DELIVERY,Polymer used for tire manufacturing is ?,Natural Rubber,Synthetic Rubber,Reclaim Rubber,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
413,PRODUCTION & DELIVERY,Source of Natural Rubber is ?,Milk from Rubber Tree,Leaves of Rubber Tree,Bark of Rubber Tree,All of these,NIL,NIL,NIL,NIL,NIL,NIL,Milk from Rubber Tree,NIL,NIL
414,PRODUCTION & DELIVERY,Tire manufacturing process which is similar to pressing of a tooth paste tube is ?,Mixing,Extrusion,Calendaring,Green Tire building,NIL,NIL,NIL,NIL,NIL,NIL,Extrusion,NIL,NIL
415,PRODUCTION & DELIVERY,"Green Tire components like Sidewall, Tread or Bead must be stored on ?",Wooden Pallets,Plastic Pallets,Steel Pallets,Any of these,NIL,NIL,NIL,NIL,NIL,NIL,Steel Pallets,NIL,NIL
416,PRODUCTION & DELIVERY,Which of these is a rubber compound property ?,Rebound,Contamination,X-ray,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Rebound,NIL,NIL
417,PRODUCTION & DELIVERY,Purpose of Raw material Sulphur in Tire manufacturing is ?,Anti Oxidant,Solvent,Vulcanizing Agent,Reinforcing Agent,NIL,NIL,NIL,NIL,NIL,NIL,Vulcanizing Agent,NIL,NIL
418,PRODUCTION & DELIVERY,How many guiding principles are their in our Global Quality Policy Understanding ?,4,5,6,8,NIL,NIL,NIL,NIL,NIL,NIL,5,NIL,NIL
419,PRODUCTION & DELIVERY,The guiding principle(s) that express our understanding of quality is ?,Customer satisfaction,Together,Structured,All of these,NIL,NIL,NIL,NIL,NIL,NIL,All of these,NIL,NIL
420,PRODUCTION & DELIVERY,"The guiding principle fits for "" Of course, quality must be considered in context together with other success factors such as cost, speed, and innovations"" is ?",Customer satisfaction,Together,Structured,Holistic,NIL,NIL,NIL,NIL,NIL,NIL,Holistic,NIL,NIL
421,PRODUCTION & DELIVERY,"This statement "" The future starts earlier with Continental "" best fits in Continental Corporation's ?",Mission,Vision,Values,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Mission,NIL,NIL
422,PRODUCTION & DELIVERY,When was Continental founded ?,"October 8, 1918","October 8, 1781","October 8, 1871","October 8, 1971",NIL,NIL,NIL,NIL,NIL,NIL,"October 8, 1871",NIL,NIL
423,PRODUCTION & DELIVERY,"Your Mobility. Your Freedom. Our Signature, this best fits with Continental Corporation's ?",Mission,Vision,Values,None of these,NIL,NIL,NIL,NIL,NIL,NIL,Vision,NIL,NIL
424,PRODUCTION & DELIVERY,What is OoY?,Origin of Year,Out of Yarn,Out of Yield,"None of these( a,b&c)",NIL,NIL,NIL,NIL,NIL,NIL,Out of Yield,NIL,NIL
425,PRODUCTION & DELIVERY, What does RDC mean?,Regional Distribution Center,Radial Direction Control,Radial Development Center,Regional Development Center,NIL,NIL,NIL,NIL,NIL,NIL,Regional Distribution Center,NIL,NIL
426,PRODUCTION & DELIVERY, What does WAMOS means?,Warehouse Management and Optimization System ,Warehouse Management and Operation System,Warehouse Method and Optimization System,Warehouse Method and Operation system,NIL,NIL,NIL,NIL,NIL,NIL,Warehouse Management and Optimization System ,NIL,NIL
427,PRODUCTION & DELIVERY,What does ECE  means?,Economic Commission for Europe,Economic Committee for Europe,Energy Commission for Europe,Efficient Commission for Europe,NIL,NIL,NIL,NIL,NIL,NIL,Economic Commission for Europe,NIL,NIL
428,PRODUCTION & DELIVERY, What does E.T.R.T.O means?,European Tire and Rim Trade Organization,Economic Tire and Rim Trade Organization,Economic Tire and Rim Technical organization,European Tire and Rim Technical Organization,NIL,NIL,NIL,NIL,NIL,NIL,European Tire and Rim Technical Organization,NIL,NIL
429,PRODUCTION & DELIVERY, What does DOT Stands for?,Development Of Tire,Department of Transportation,Division Of Tire,Direction of Tire,NIL,NIL,NIL,NIL,NIL,NIL,Department of Transportation,NIL,NIL
430,PRODUCTION & DELIVERY, What does MES means?,Machine Equipment Standard,Machine Engineering Standard,Machine equipment specification,Machine Engineering Specification,NIL,NIL,NIL,NIL,NIL,NIL,Machine Equipment Standard,NIL,NIL
431,PRODUCTION & DELIVERY,What does PPS Audit mean?,Planned Process System Audit,Production Planning Sequence Audit,Process Product System Audit,Summary Audit,NIL,NIL,NIL,NIL,NIL,NIL,Process Product System Audit,NIL,NIL
432,PRODUCTION & DELIVERY,What is mean by TWI?,Tread wear indicator,Tire Wear Indicator,Tire Warranty Indicator,Total Weight Indicator,NIL,NIL,NIL,NIL,NIL,NIL,Tread wear indicator,NIL,NIL
433,PRODUCTION & DELIVERY, What is the minimum TWI height?,1.6mm ,2.0mm,2.5mm,1.9 mm,NIL,NIL,NIL,NIL,NIL,NIL,1.6mm ,NIL,NIL
434,PRODUCTION & DELIVERY,How many Tread Wear Indicator Marking in a Tire?,5,6,7,2,NIL,NIL,NIL,NIL,NIL,NIL,6,NIL,NIL
435,PRODUCTION & DELIVERY,What does MRC means?,Market Readiness Check,Machine Radius Check,Market Road Check,Machine Readiness Check,NIL,NIL,NIL,NIL,NIL,NIL,Market Readiness Check,NIL,NIL
436,PRODUCTION & DELIVERY, What does TTT means?,Tire Tracking Tool,Tire Tube Tool,Tire Tube Tracking,Total Tire Tracking,NIL,NIL,NIL,NIL,NIL,NIL,Tire Tracking Tool,NIL,NIL
437,PRODUCTION & DELIVERY,What is the effect of Missing or uneven carcass cords in the sidewall ?,Bulge,Conicity,Imbalance,Lateral force,NIL,NIL,NIL,NIL,NIL,NIL,Bulge,NIL,NIL
438,PRODUCTION & DELIVERY,What does “UER” stand for?,Unwinding Error,Unloading Error,Utilized Equipment Report,User Error,NIL,NIL,NIL,NIL,NIL,NIL,Unloading Error,NIL,NIL
439,PRODUCTION & DELIVERY,"What does ""FEFO"" stand for?",First In First Out,First Input First Output,First Production First Consuming,First expiration First out,NIL,NIL,NIL,NIL,NIL,NIL,First expiration First out,NIL,NIL
440,PRODUCTION & DELIVERY,What's the release criteria for normal final mixing compound?,Size,Weight per square meter,Linear weight,Rheo and Moony result,NIL,NIL,NIL,NIL,NIL,NIL,Rheo and Moony result,NIL,NIL
441,PRODUCTION & DELIVERY,"What does ""SOP"" stand for?",Start of Production,Serial of Production,Standard of Production,Standard Operation Procedure,NIL,NIL,NIL,NIL,NIL,NIL,Serial of Production,NIL,NIL
442,PRODUCTION & DELIVERY,What is MMOG?,Materials Management Operations Guideline,Materials Measuring Operations Guideline,Material logistic evaluation system,Massive multiplayer Online Game,NIL,NIL,NIL,NIL,NIL,NIL,Materials Management Operations Guideline,NIL,NIL
443,PRODUCTION & DELIVERY,What's the KPI meaning of PPM ?,Parts Per Million,Pages Per Minute,Project Portfolio Management,Production Problem Monitor,NIL,NIL,NIL,NIL,NIL,NIL,Parts Per Million,NIL,NIL
444,PRODUCTION & DELIVERY,Which one is not included in the 8 wastes?,Production,Defects,Over Process,Inventory,NIL,NIL,NIL,NIL,NIL,NIL,Production,NIL,NIL
445,PRODUCTION & DELIVERY,"What does ""SMED"" stand for ?",Single Minute Exchange of Dies  ,Speed mold exchange device,Smooth mold Exchange of Die,Single Mold Exchange of Die,NIL,NIL,NIL,NIL,NIL,NIL,Single Minute Exchange of Dies  ,NIL,NIL
446,PRODUCTION & DELIVERY,What's WIP?,Waiting in process,Work in Process,Work in Product,What in Progress,NIL,NIL,NIL,NIL,NIL,NIL,Work in Process,NIL,NIL
447,PRODUCTION & DELIVERY,Carbon black and silica are used for tire compound production. Silica's color is____,White,Black,Yellow,Green,NIL,NIL,NIL,NIL,NIL,NIL,White,NIL,NIL
448,PRODUCTION & DELIVERY,Which is not the purpose to assure FIFO?,Assure good quality,Avoiding expiring material and product,Avoiding waste,Reduce inventory,NIL,NIL,NIL,NIL,NIL,NIL,Reduce inventory,NIL,NIL
449,PRODUCTION & DELIVERY,What is CIM?,Center Idea management,Continental Idea Management,Continental Idea Method,Continental ideal monitor,NIL,NIL,NIL,NIL,NIL,NIL,Continental Idea Management,NIL,NIL
450,PRODUCTION & DELIVERY,What's unofficial OE complaint?,Complaint from Tire Wheel Assembly,Complaint from OEM,Complaint from tire user,Complaint from retailer,NIL,NIL,NIL,NIL,NIL,NIL,Complaint from Tire Wheel Assembly,NIL,NIL
451,PRODUCTION & DELIVERY,What is official OE Complaint,Complaint from Tire Wheel Assembly,Complaint from OEM,Complaint from tire user,Complaint from retailer,NIL,NIL,NIL,NIL,NIL,NIL,Complaint from OEM,NIL,NIL
452,PRODUCTION & DELIVERY,What does “RPN” stand for?,Risk premium,Risk Priority Number,Repeat problem Number,Reduce problem Number,NIL,NIL,NIL,NIL,NIL,NIL,Risk Priority Number,NIL,NIL
453,PRODUCTION & DELIVERY,"What does ""CCC"" stand for?",OE customer required,China Compulsory Certification,China Customer required,Console Control Circuits,NIL,NIL,NIL,NIL,NIL,NIL,China Compulsory Certification,NIL,NIL
454,PRODUCTION & DELIVERY,What is CPK?,Combined Public Key,Control plan ,Complex Process Capability Index,Continues problem solving,NIL,NIL,NIL,NIL,NIL,NIL,Complex Process Capability Index,NIL,NIL
455,PRODUCTION & DELIVERY,What is the Machine Cmk?,Consumer and Market Knowledge,Capacity of machine knowledge,Machine Capability Index,Combined Public Key,NIL,NIL,NIL,NIL,NIL,NIL,Machine Capability Index,NIL,NIL
456,PRODUCTION & DELIVERY,Which of the CBS tool is to achieve prevention?,Visual Management,Problem Solving,Poka yoke,Standard Work,NIL,NIL,NIL,NIL,NIL,NIL,Poka yoke,NIL,NIL
457,PRODUCTION & DELIVERY,What's the influence of nonconforming product out to the customer?,Customer complaint,Safety risk,Loss of customer,All can be,NIL,NIL,NIL,NIL,NIL,NIL,All can be,NIL,NIL
458,PRODUCTION & DELIVERY,What is the normal OEM requirement of Ppk in PPAP phase,>1.67,1.33,>1.33,1.67,NIL,NIL,NIL,NIL,NIL,NIL,>1.67,NIL,NIL
459,PRODUCTION & DELIVERY,Which is NOT the KPI to measure delivery performance?,Internal Delivery Errors,External Delivery Errors,Quality Error,Scrap,NIL,NIL,NIL,NIL,NIL,NIL,Scrap,NIL,NIL
460,PRODUCTION & DELIVERY,When have we to do First Piece Check or First Article Inspection?,Each shift process change,Material change,Tooling change,All of them,NIL,NIL,NIL,NIL,NIL,NIL,All of them,NIL,NIL
461,PRODUCTION & DELIVERY,What is WDK?,Widget Development Kit ,Windows Driver Kit,Web Development Kit,German Rubber Manufactures' Association,NIL,NIL,NIL,NIL,NIL,NIL,German Rubber Manufactures' Association,NIL,NIL
462,PRODUCTION & DELIVERY,What kind of actions is good when an operator detect nonconforming products?,Report to supervisor,Separate the nonconforming products,Label the nonconforming products,All of them,NIL,NIL,NIL,NIL,NIL,NIL,All of them,NIL,NIL
463,PRODUCTION & DELIVERY,What is SFI?,Shop floor ideas,Selling Fresh Ideas,Shop Floor Integration,Sequential Fuel Injection,NIL,NIL,NIL,NIL,NIL,NIL,Shop Floor Integration,NIL,NIL
464,PRODUCTION & DELIVERY,What is MVTS?,Material traceability System,Material Validation & Traceability Solution,Motion and Transportation Solution,Manufacturing verification System,NIL,NIL,NIL,NIL,NIL,NIL,Material Validation & Traceability Solution,NIL,NIL
465,PRODUCTION & DELIVERY,What is DOT ?,Damage over time,US Department of Transportation,DO it,Date of tire building,NIL,NIL,NIL,NIL,NIL,NIL,US Department of Transportation,NIL,NIL
466,PRODUCTION & DELIVERY,"If I bought one tire from market, how can I check the traceability of the tire?",Barcode,Work Week,Plant,DOT,NIL,NIL,NIL,NIL,NIL,NIL,Barcode,NIL,NIL
467,PRODUCTION & DELIVERY,Shelf life for textile reinforcement material is____,1 month,6 months,2 years,10 years,NIL,NIL,NIL,NIL,NIL,NIL,6 months,NIL,NIL
468,PRODUCTION & DELIVERY,What's QSB?,Quality system basics,Quality supplier basics,Quotation system basics,Qualified Suppliers basics,NIL,NIL,NIL,NIL,NIL,NIL,Quality system basics,NIL,NIL
469,PRODUCTION & DELIVERY,What is the main quality control point for calendaring product?,Thickness,Weight,Density,All of them,NIL,NIL,NIL,NIL,NIL,NIL,All of them,NIL,NIL
470,PRODUCTION & DELIVERY,Which one is not belong to QSB,Fast Response,MMOG,Managing Change,Layered Process Audits,NIL,NIL,NIL,NIL,NIL,NIL,MMOG,NIL,NIL
471,PRODUCTION & DELIVERY,LPA is,List of problem and actions,Link pack area ,Lean Production audit,Layered Process Audits,NIL,NIL,NIL,NIL,NIL,NIL,Layered Process Audits,NIL,NIL
472,PRODUCTION & DELIVERY,What is CAT tool,OE complaint Administration tracking,Continental administration tool,Complaint analysis tool,Customer administration tool,NIL,NIL,NIL,NIL,NIL,NIL,OE complaint Administration tracking,NIL,NIL
473,PRODUCTION & DELIVERY,What will impact OEE?,Downtime loss,Speed loss,Quality loss,All of them,NIL,NIL,NIL,NIL,NIL,NIL,All of them,NIL,NIL
474,PRODUCTION & DELIVERY,"What does"" OEE"" stand for?",Official equipment efficiency,Overall equipment efficiency,Office of experiential Education,Overall experiential Education,NIL,NIL,NIL,NIL,NIL,NIL,Overall equipment efficiency,NIL,NIL
